int(self),DRONE_MODE,TARGET_MODE,nb_drones_init,nb_target_init,no_of_target,minor_cell_side,major_cell_side,droneBatteryCapacity,rescue_sensitivity,cur_energy_consumed,cur_avg_target_hit_time
1761,Back N Fro,Static,6,36,0,2,2,3000,1.5,0.06688888888889007,1.6944444444444444
1762,Back N Fro,Dnyamic,6,36,0,2,2,3000,1.5,0.02494444444444488,0.6111111111111112
1763,Back N Fro,Sourced,6,36,0,2,2,3000,1.5,0.01716666666666696,0.4444444444444444
1764,Back N Fro,Static,6,41,0,2,2,3000,1.5,0.06688888888889007,1.4878048780487805
1765,Back N Fro,Dnyamic,6,41,0,2,2,3000,1.5,0.05183333333333425,1.170731707317073
1766,Back N Fro,Sourced,6,41,0,2,2,3000,1.5,0.03416666666666727,0.7560975609756098
1767,Back N Fro,Static,6,46,0,2,2,3000,1.5,0.05822222222222325,1.1521739130434783
1768,Back N Fro,Dnyamic,6,46,0,2,2,3000,1.5,0.01761111111111139,0.3695652173913043
1769,Back N Fro,Sourced,6,46,0,2,2,3000,1.5,0.03222222222222278,0.6304347826086957
1770,Back N Fro,Static,6,1,0,2,2,3000,2.0,0.01627777777777806,14.0
1771,Back N Fro,Dnyamic,6,1,0,2,2,3000,2.0,0.02494444444444488,22.0
1772,Back N Fro,Sourced,6,1,0,2,2,3000,2.0,0.00850000000000014,8.0
1773,Back N Fro,Static,6,6,0,2,2,3000,2.0,0.01683333333333363,2.5
1774,Back N Fro,Dnyamic,6,6,0,2,2,3000,2.0,0.03222222222222278,4.833333333333333
1775,Back N Fro,Sourced,6,6,0,2,2,3000,2.0,0.02550000000000045,3.8333333333333335
1776,Back N Fro,Static,6,11,0,2,2,3000,2.0,0.06688888888889007,5.545454545454546
1777,Back N Fro,Dnyamic,6,11,0,2,2,3000,2.0,0.02583333333333378,2.1818181818181817
1778,Back N Fro,Sourced,6,11,0,2,2,3000,2.0,0.02583333333333378,2.1818181818181817
1779,Back N Fro,Static,6,16,0,2,2,3000,2.0,0.06688888888889007,3.8125
1780,Back N Fro,Dnyamic,6,16,0,2,2,3000,2.0,0.02550000000000045,1.4375
1781,Back N Fro,Sourced,6,16,0,2,2,3000,2.0,0.04316666666666743,2.5
1782,Back N Fro,Static,6,21,0,2,2,3000,2.0,0.06688888888889007,2.9047619047619047
1783,Back N Fro,Dnyamic,6,21,0,2,2,3000,2.0,0.02627777777777822,1.1904761904761905
1784,Back N Fro,Sourced,6,21,0,2,2,3000,2.0,0.05094444444444535,2.1904761904761907
1785,Back N Fro,Static,6,26,0,2,2,3000,2.0,0.06688888888889007,2.3461538461538463
1786,Back N Fro,Dnyamic,6,26,0,2,2,3000,2.0,0.03055555555555607,1.0769230769230769
1787,Back N Fro,Sourced,6,26,0,2,2,3000,2.0,0.02550000000000045,0.8846153846153846
1788,Back N Fro,Static,6,31,0,2,2,3000,2.0,0.06688888888889007,1.967741935483871
1789,Back N Fro,Dnyamic,6,31,0,2,2,3000,2.0,0.0336111111111117,0.967741935483871
1790,Back N Fro,Sourced,6,31,0,2,2,3000,2.0,0.05227777777777868,1.5806451612903225
1791,Back N Fro,Static,6,36,0,2,2,3000,2.0,0.06688888888889007,1.6944444444444444
1792,Back N Fro,Dnyamic,6,36,0,2,2,3000,2.0,0.04283333333333409,1.0833333333333333
1793,Back N Fro,Sourced,6,36,0,2,2,3000,2.0,0.01716666666666696,0.4444444444444444
1794,Back N Fro,Static,6,41,0,2,2,3000,2.0,0.06688888888889007,1.4878048780487805
1795,Back N Fro,Dnyamic,6,41,0,2,2,3000,2.0,0.03494444444444503,0.8048780487804879
1796,Back N Fro,Sourced,6,41,0,2,2,3000,2.0,0.03222222222222278,0.7073170731707317
1797,Back N Fro,Static,6,46,0,2,2,3000,2.0,0.05822222222222325,1.1521739130434783
1798,Back N Fro,Dnyamic,6,46,0,2,2,3000,2.0,0.04088888888888961,0.8043478260869565
1799,Back N Fro,Sourced,6,46,0,2,2,3000,2.0,0.03055555555555607,0.6086956521739131
1800,Random,Static,6,1,0,2,2,1000,0.5,0.08266666666666674,22.0
1801,Random,Dnyamic,6,1,0,2,2,1000,0.5,0.1436666666666668,35.0
1802,Random,Sourced,6,1,0,2,2,1000,0.5,0.06683333333333345,17.0
1803,Random,Static,6,6,0,2,2,1000,0.5,0.13366666666666677,5.5
1804,Random,Dnyamic,6,6,0,2,2,1000,0.5,0.06400000000000006,2.6666666666666665
1805,Random,Sourced,6,6,0,2,2,1000,0.5,0.07116666666666675,3.0
1806,Random,Static,6,11,0,2,2,1000,0.5,0.12266666666666677,2.727272727272727
1807,Random,Dnyamic,6,11,0,2,2,1000,0.5,0.15933333333333347,3.6363636363636362
1808,Random,Sourced,6,11,0,2,2,1000,0.5,0.13450000000000012,3.0
1809,Random,Static,6,16,0,2,2,1000,0.5,0.18366666666666687,2.8125
1810,Random,Dnyamic,6,16,0,2,2,1000,0.5,0.1356666666666668,2.125
1811,Random,Sourced,6,16,0,2,2,1000,0.5,0.1583333333333335,2.4375
1812,Random,Static,6,21,0,2,2,1000,0.5,0.15566666666666681,1.8095238095238095
1813,Random,Dnyamic,6,21,0,2,2,1000,0.5,0.23700000000000024,2.761904761904762
1814,Random,Sourced,6,21,0,2,2,1000,0.5,0.11566666666666676,1.4285714285714286
1815,Random,Static,6,26,0,2,2,1000,0.5,0.15033333333333346,1.4230769230769231
1816,Random,Dnyamic,6,26,0,2,2,1000,0.5,0.21116666666666686,2.0384615384615383
1817,Random,Sourced,6,26,0,2,2,1000,0.5,0.11600000000000012,1.1153846153846154
1818,Random,Static,6,31,0,2,2,1000,0.5,0.15900000000000009,1.3225806451612903
1819,Random,Dnyamic,6,31,0,2,2,1000,0.5,0.16200000000000006,1.3225806451612903
1820,Random,Sourced,6,31,0,2,2,1000,0.5,0.1416666666666668,1.1612903225806452
1821,Random,Static,6,36,0,2,2,1000,0.5,0.13900000000000018,0.9722222222222222
1822,Random,Dnyamic,6,36,0,2,2,1000,0.5,0.1395000000000001,0.9444444444444444
1823,Random,Sourced,6,36,0,2,2,1000,0.5,0.20266666666666677,1.4166666666666667
1824,Random,Static,6,41,0,2,2,1000,0.5,0.16333333333333347,0.975609756097561
1825,Random,Dnyamic,6,41,0,2,2,1000,0.5,0.24316666666666686,1.5365853658536586
1826,Random,Sourced,6,41,0,2,2,1000,0.5,0.2363333333333336,1.4878048780487805
1827,Random,Static,6,46,0,2,2,1000,0.5,0.18400000000000016,1.0
1828,Random,Dnyamic,6,46,0,2,2,1000,0.5,0.2990000000000003,1.565217391304348
1829,Random,Sourced,6,46,0,2,2,1000,0.5,0.21650000000000022,1.1956521739130435
1830,Random,Static,6,1,0,2,2,1000,1.0,0.07833333333333338,21.0
1831,Random,Dnyamic,6,1,0,2,2,1000,1.0,0.1436666666666668,35.0
1832,Random,Sourced,6,1,0,2,2,1000,1.0,0.06683333333333345,17.0
1833,Random,Static,6,6,0,2,2,1000,1.0,0.13533333333333347,5.5
1834,Random,Dnyamic,6,6,0,2,2,1000,1.0,0.06400000000000006,2.6666666666666665
1835,Random,Sourced,6,6,0,2,2,1000,1.0,0.07116666666666675,3.0
1836,Random,Static,6,11,0,2,2,1000,1.0,0.12266666666666677,2.727272727272727
1837,Random,Dnyamic,6,11,0,2,2,1000,1.0,0.17333333333333348,3.8181818181818183
1838,Random,Sourced,6,11,0,2,2,1000,1.0,0.13450000000000012,3.0
1839,Random,Static,6,16,0,2,2,1000,1.0,0.18366666666666687,2.8125
1840,Random,Dnyamic,6,16,0,2,2,1000,1.0,0.1356666666666668,2.125
1841,Random,Sourced,6,16,0,2,2,1000,1.0,0.11266666666666676,1.75
1842,Random,Static,6,21,0,2,2,1000,1.0,0.1513333333333334,1.7619047619047619
1843,Random,Dnyamic,6,21,0,2,2,1000,1.0,0.15583333333333352,1.8571428571428572
1844,Random,Sourced,6,21,0,2,2,1000,1.0,0.08650000000000009,1.0476190476190477
1845,Random,Static,6,26,0,2,2,1000,1.0,0.17633333333333348,1.6923076923076923
1846,Random,Dnyamic,6,26,0,2,2,1000,1.0,0.1560000000000002,1.5
1847,Random,Sourced,6,26,0,2,2,1000,1.0,0.17966666666666678,1.7307692307692308
1848,Random,Static,6,31,0,2,2,1000,1.0,0.14100000000000013,1.1612903225806452
1849,Random,Dnyamic,6,31,0,2,2,1000,1.0,0.17333333333333348,1.3548387096774193
1850,Random,Sourced,6,31,0,2,2,1000,1.0,0.1471666666666668,1.1612903225806452
1851,Random,Static,6,36,0,2,2,1000,1.0,0.13900000000000018,0.9722222222222222
1852,Random,Dnyamic,6,36,0,2,2,1000,1.0,0.2615000000000003,1.7777777777777777
1853,Random,Sourced,6,36,0,2,2,1000,1.0,0.16783333333333347,1.1666666666666667
1854,Random,Static,6,41,0,2,2,1000,1.0,0.19250000000000014,1.1219512195121952
1855,Random,Dnyamic,6,41,0,2,2,1000,1.0,0.2146666666666669,1.3170731707317074
1856,Random,Sourced,6,41,0,2,2,1000,1.0,0.2363333333333336,1.4878048780487805
1857,Random,Static,6,46,0,2,2,1000,1.0,0.18400000000000016,1.0
1858,Random,Dnyamic,6,46,0,2,2,1000,1.0,0.2546666666666669,1.3478260869565217
1859,Random,Sourced,6,46,0,2,2,1000,1.0,0.21650000000000022,1.1956521739130435
1860,Random,Static,6,1,0,2,2,1000,1.5,0.07833333333333338,21.0
1861,Random,Dnyamic,6,1,0,2,2,1000,1.5,0.1436666666666668,35.0
1862,Random,Sourced,6,1,0,2,2,1000,1.5,0.06683333333333345,17.0
1863,Random,Static,6,6,0,2,2,1000,1.5,0.13533333333333347,5.5
1864,Random,Dnyamic,6,6,0,2,2,1000,1.5,0.06400000000000006,2.6666666666666665
1865,Random,Sourced,6,6,0,2,2,1000,1.5,0.07116666666666675,3.0
1866,Random,Static,6,11,0,2,2,1000,1.5,0.17866666666666683,4.0
1867,Random,Dnyamic,6,11,0,2,2,1000,1.5,0.06766666666666675,1.5454545454545454
1868,Random,Sourced,6,11,0,2,2,1000,1.5,0.1990000000000002,4.454545454545454
1869,Random,Static,6,16,0,2,2,1000,1.5,0.1341666666666668,2.0
1870,Random,Dnyamic,6,16,0,2,2,1000,1.5,0.1356666666666668,2.125
1871,Random,Sourced,6,16,0,2,2,1000,1.5,0.15350000000000014,2.4375
1872,Random,Static,6,21,0,2,2,1000,1.5,0.1513333333333334,1.7619047619047619
1873,Random,Dnyamic,6,21,0,2,2,1000,1.5,0.19733333333333358,2.3333333333333335
1874,Random,Sourced,6,21,0,2,2,1000,1.5,0.09800000000000009,1.1428571428571428
1875,Random,Static,6,26,0,2,2,1000,1.5,0.19100000000000017,1.7692307692307692
1876,Random,Dnyamic,6,26,0,2,2,1000,1.5,0.1650000000000001,1.5769230769230769
1877,Random,Sourced,6,26,0,2,2,1000,1.5,0.16283333333333352,1.5
1878,Random,Static,6,31,0,2,2,1000,1.5,0.12750000000000009,1.064516129032258
1879,Random,Dnyamic,6,31,0,2,2,1000,1.5,0.17333333333333348,1.3548387096774193
1880,Random,Sourced,6,31,0,2,2,1000,1.5,0.22466666666666682,1.8064516129032258
1881,Random,Static,6,36,0,2,2,1000,1.5,0.13900000000000018,0.9722222222222222
1882,Random,Dnyamic,6,36,0,2,2,1000,1.5,0.22083333333333352,1.5
1883,Random,Sourced,6,36,0,2,2,1000,1.5,0.19350000000000023,1.3611111111111112
1884,Random,Static,6,41,0,2,2,1000,1.5,0.1890000000000002,1.146341463414634
1885,Random,Dnyamic,6,41,0,2,2,1000,1.5,0.2923333333333336,1.829268292682927
1886,Random,Sourced,6,41,0,2,2,1000,1.5,0.2363333333333336,1.4878048780487805
1887,Random,Static,6,46,0,2,2,1000,1.5,0.18400000000000016,1.0
1888,Random,Dnyamic,6,46,0,2,2,1000,1.5,0.27883333333333366,1.4565217391304348
1889,Random,Sourced,6,46,0,2,2,1000,1.5,0.34266666666666695,1.8695652173913044
1890,Random,Static,6,1,0,2,2,1000,2.0,0.07833333333333338,21.0
1891,Random,Dnyamic,6,1,0,2,2,1000,2.0,0.1436666666666668,35.0
1892,Random,Sourced,6,1,0,2,2,1000,2.0,0.06683333333333345,17.0
1893,Random,Static,6,6,0,2,2,1000,2.0,0.13533333333333347,5.5
1894,Random,Dnyamic,6,6,0,2,2,1000,2.0,0.05900000000000005,2.3333333333333335
1895,Random,Sourced,6,6,0,2,2,1000,2.0,0.07116666666666675,3.0
1896,Random,Static,6,11,0,2,2,1000,2.0,0.17866666666666683,4.0
1897,Random,Dnyamic,6,11,0,2,2,1000,2.0,0.17666666666666683,3.909090909090909
1898,Random,Sourced,6,11,0,2,2,1000,2.0,0.07700000000000005,1.7272727272727273
1899,Random,Static,6,16,0,2,2,1000,2.0,0.1356666666666668,2.125
1900,Random,Dnyamic,6,16,0,2,2,1000,2.0,0.1356666666666668,2.125
1901,Random,Sourced,6,16,0,2,2,1000,2.0,0.15233333333333346,2.5
1902,Random,Static,6,21,0,2,2,1000,2.0,0.17366666666666686,2.0476190476190474
1903,Random,Dnyamic,6,21,0,2,2,1000,2.0,0.08800000000000008,1.0476190476190477
1904,Random,Sourced,6,21,0,2,2,1000,2.0,0.1516666666666668,1.8095238095238095
1905,Random,Static,6,26,0,2,2,1000,2.0,0.19100000000000017,1.7692307692307692
1906,Random,Dnyamic,6,26,0,2,2,1000,2.0,0.16850000000000012,1.6153846153846154
1907,Random,Sourced,6,26,0,2,2,1000,2.0,0.13416666666666677,1.2307692307692308
1908,Random,Static,6,31,0,2,2,1000,2.0,0.12750000000000009,1.064516129032258
1909,Random,Dnyamic,6,31,0,2,2,1000,2.0,0.1636666666666668,1.3225806451612903
1910,Random,Sourced,6,31,0,2,2,1000,2.0,0.09716666666666673,0.7741935483870968
1911,Random,Static,6,36,0,2,2,1000,2.0,0.16283333333333352,1.1388888888888888
1912,Random,Dnyamic,6,36,0,2,2,1000,2.0,0.22966666666666682,1.5833333333333333
1913,Random,Sourced,6,36,0,2,2,1000,2.0,0.13833333333333345,0.9722222222222222
1914,Random,Static,6,41,0,2,2,1000,2.0,0.1890000000000002,1.146341463414634
1915,Random,Dnyamic,6,41,0,2,2,1000,2.0,0.2480000000000003,1.5365853658536586
1916,Random,Sourced,6,41,0,2,2,1000,2.0,0.22733333333333353,1.3902439024390243
1917,Random,Static,6,46,0,2,2,1000,2.0,0.16166666666666682,0.8695652173913043
1918,Random,Dnyamic,6,46,0,2,2,1000,2.0,0.3178333333333336,1.7173913043478262
1919,Random,Sourced,6,46,0,2,2,1000,2.0,0.1718333333333335,0.9782608695652174
1920,Random,Static,6,1,0,2,2,2000,0.5,0.04133333333333233,22.0
1921,Random,Dnyamic,6,1,0,2,2,2000,0.5,0.07183333333333168,35.0
1922,Random,Sourced,6,1,0,2,2,2000,0.5,0.03341666666666587,17.0
1923,Random,Static,6,6,0,2,2,2000,0.5,0.06683333333333179,5.5
1924,Random,Dnyamic,6,6,0,2,2,2000,0.5,0.03199999999999925,2.6666666666666665
1925,Random,Sourced,6,6,0,2,2,2000,0.5,0.03558333333333249,3.0
1926,Random,Static,6,11,0,2,2,2000,0.5,0.06133333333333191,2.727272727272727
1927,Random,Dnyamic,6,11,0,2,2,2000,0.5,0.07966666666666482,3.6363636363636362
1928,Random,Sourced,6,11,0,2,2,2000,0.5,0.06724999999999844,3.0
1929,Random,Static,6,16,0,2,2,2000,0.5,0.09183333333333121,2.8125
1930,Random,Dnyamic,6,16,0,2,2,2000,0.5,0.06783333333333175,2.125
1931,Random,Sourced,6,16,0,2,2,2000,0.5,0.07916666666666483,2.4375
1932,Random,Static,6,21,0,2,2,2000,0.5,0.07783333333333153,1.8095238095238095
1933,Random,Dnyamic,6,21,0,2,2,2000,0.5,0.11849999999999727,2.761904761904762
1934,Random,Sourced,6,21,0,2,2,2000,0.5,0.05783333333333196,1.4285714285714286
1935,Random,Static,6,26,0,2,2,2000,0.5,0.07516666666666494,1.4230769230769231
1936,Random,Dnyamic,6,26,0,2,2,2000,0.5,0.10558333333333088,2.0384615384615383
1937,Random,Sourced,6,26,0,2,2,2000,0.5,0.05799999999999864,1.1153846153846154
1938,Random,Static,6,31,0,2,2,2000,0.5,0.07949999999999813,1.3225806451612903
1939,Random,Dnyamic,6,31,0,2,2,2000,0.5,0.08099999999999812,1.3225806451612903
1940,Random,Sourced,6,31,0,2,2,2000,0.5,0.07083333333333168,1.1612903225806452
1941,Random,Static,6,36,0,2,2,2000,0.5,0.06949999999999838,0.9722222222222222
1942,Random,Dnyamic,6,36,0,2,2,2000,0.5,0.06974999999999838,0.9444444444444444
1943,Random,Sourced,6,36,0,2,2,2000,0.5,0.10133333333333099,1.4166666666666667
1944,Random,Static,6,41,0,2,2,2000,0.5,0.08166666666666478,0.975609756097561
1945,Random,Dnyamic,6,41,0,2,2,2000,0.5,0.12158333333333049,1.5365853658536586
1946,Random,Sourced,6,41,0,2,2,2000,0.5,0.11816666666666391,1.4878048780487805
1947,Random,Static,6,46,0,2,2,2000,0.5,0.09199999999999786,1.0
1948,Random,Dnyamic,6,46,0,2,2,2000,0.5,0.1494999999999966,1.565217391304348
1949,Random,Sourced,6,46,0,2,2,2000,0.5,0.10824999999999747,1.1956521739130435
1950,Random,Static,6,1,0,2,2,2000,1.0,0.03916666666666572,21.0
1951,Random,Dnyamic,6,1,0,2,2,2000,1.0,0.07183333333333168,35.0
1952,Random,Sourced,6,1,0,2,2,2000,1.0,0.03341666666666587,17.0
1953,Random,Static,6,6,0,2,2,2000,1.0,0.0676666666666651,5.5
1954,Random,Dnyamic,6,6,0,2,2,2000,1.0,0.03199999999999925,2.6666666666666665
1955,Random,Sourced,6,6,0,2,2,2000,1.0,0.03558333333333249,3.0
1956,Random,Static,6,11,0,2,2,2000,1.0,0.06133333333333191,2.727272727272727
1957,Random,Dnyamic,6,11,0,2,2,2000,1.0,0.08666666666666467,3.8181818181818183
1958,Random,Sourced,6,11,0,2,2,2000,1.0,0.06724999999999844,3.0
1959,Random,Static,6,16,0,2,2,2000,1.0,0.09183333333333121,2.8125
1960,Random,Dnyamic,6,16,0,2,2,2000,1.0,0.06783333333333175,2.125
1961,Random,Sourced,6,16,0,2,2,2000,1.0,0.05633333333333201,1.75
1962,Random,Static,6,21,0,2,2,2000,1.0,0.07566666666666493,1.7619047619047619
1963,Random,Dnyamic,6,21,0,2,2,2000,1.0,0.07791666666666486,1.8571428571428572
1964,Random,Sourced,6,21,0,2,2,2000,1.0,0.04324999999999898,1.0476190476190477
1965,Random,Static,6,26,0,2,2,2000,1.0,0.08816666666666462,1.6923076923076923
1966,Random,Dnyamic,6,26,0,2,2,2000,1.0,0.07799999999999818,1.5
1967,Random,Sourced,6,26,0,2,2,2000,1.0,0.08983333333333125,1.7307692307692308
1968,Random,Static,6,31,0,2,2,2000,1.0,0.07049999999999834,1.1612903225806452
1969,Random,Dnyamic,6,31,0,2,2,2000,1.0,0.08666666666666467,1.3548387096774193
1970,Random,Sourced,6,31,0,2,2,2000,1.0,0.07358333333333163,1.1612903225806452
1971,Random,Static,6,36,0,2,2,2000,1.0,0.06949999999999838,0.9722222222222222
1972,Random,Dnyamic,6,36,0,2,2,2000,1.0,0.130749999999997,1.7777777777777777
1973,Random,Sourced,6,36,0,2,2,2000,1.0,0.08391666666666471,1.1666666666666667
1974,Random,Static,6,41,0,2,2,2000,1.0,0.0962499999999978,1.1219512195121952
1975,Random,Dnyamic,6,41,0,2,2,2000,1.0,0.10733333333333084,1.3170731707317074
1976,Random,Sourced,6,41,0,2,2,2000,1.0,0.11816666666666391,1.4878048780487805
1977,Random,Static,6,46,0,2,2,2000,1.0,0.09199999999999786,1.0
1978,Random,Dnyamic,6,46,0,2,2,2000,1.0,0.1273333333333304,1.3478260869565217
1979,Random,Sourced,6,46,0,2,2,2000,1.0,0.10824999999999747,1.1956521739130435
1980,Random,Static,6,1,0,2,2,2000,1.5,0.03916666666666572,21.0
1981,Random,Dnyamic,6,1,0,2,2,2000,1.5,0.07183333333333168,35.0
1982,Random,Sourced,6,1,0,2,2,2000,1.5,0.03341666666666587,17.0
1983,Random,Static,6,6,0,2,2,2000,1.5,0.0676666666666651,5.5
1984,Random,Dnyamic,6,6,0,2,2,2000,1.5,0.03199999999999925,2.6666666666666665
1985,Random,Sourced,6,6,0,2,2,2000,1.5,0.03558333333333249,3.0
1986,Random,Static,6,11,0,2,2,2000,1.5,0.08933333333333127,4.0
1987,Random,Dnyamic,6,11,0,2,2,2000,1.5,0.03383333333333253,1.5454545454545454
1988,Random,Sourced,6,11,0,2,2,2000,1.5,0.0994999999999977,4.454545454545454
1989,Random,Static,6,16,0,2,2,2000,1.5,0.06708333333333179,2.0
1990,Random,Dnyamic,6,16,0,2,2,2000,1.5,0.06783333333333175,2.125
1991,Random,Sourced,6,16,0,2,2,2000,1.5,0.07674999999999821,2.4375
1992,Random,Static,6,21,0,2,2,2000,1.5,0.07566666666666493,1.7619047619047619
1993,Random,Dnyamic,6,21,0,2,2,2000,1.5,0.09866666666666439,2.3333333333333335
1994,Random,Sourced,6,21,0,2,2,2000,1.5,0.04899999999999886,1.1428571428571428
1995,Random,Static,6,26,0,2,2,2000,1.5,0.09549999999999781,1.7692307692307692
1996,Random,Dnyamic,6,26,0,2,2,2000,1.5,0.08249999999999809,1.5769230769230769
1997,Random,Sourced,6,26,0,2,2,2000,1.5,0.0814166666666648,1.5
1998,Random,Static,6,31,0,2,2,2000,1.5,0.06374999999999849,1.064516129032258
1999,Random,Dnyamic,6,31,0,2,2,2000,1.5,0.08666666666666467,1.3548387096774193
2000,Random,Sourced,6,31,0,2,2,2000,1.5,0.11233333333333073,1.8064516129032258
2001,Random,Static,6,36,0,2,2,2000,1.5,0.06949999999999838,0.9722222222222222
2002,Random,Dnyamic,6,36,0,2,2,2000,1.5,0.11041666666666412,1.5
2003,Random,Sourced,6,36,0,2,2,2000,1.5,0.09674999999999774,1.3611111111111112
2004,Random,Static,6,41,0,2,2,2000,1.5,0.09449999999999781,1.146341463414634
2005,Random,Dnyamic,6,41,0,2,2,2000,1.5,0.14616666666666325,1.829268292682927
2006,Random,Sourced,6,41,0,2,2,2000,1.5,0.11816666666666391,1.4878048780487805
2007,Random,Static,6,46,0,2,2,2000,1.5,0.09199999999999786,1.0
2008,Random,Dnyamic,6,46,0,2,2,2000,1.5,0.1394166666666635,1.4565217391304348
2009,Random,Sourced,6,46,0,2,2,2000,1.5,0.17133333333332937,1.8695652173913044
2010,Random,Static,6,1,0,2,2,2000,2.0,0.03916666666666572,21.0
2011,Random,Dnyamic,6,1,0,2,2,2000,2.0,0.07183333333333168,35.0
2012,Random,Sourced,6,1,0,2,2,2000,2.0,0.03341666666666587,17.0
2013,Random,Static,6,6,0,2,2,2000,2.0,0.0676666666666651,5.5
2014,Random,Dnyamic,6,6,0,2,2,2000,2.0,0.0294999999999993,2.3333333333333335
2015,Random,Sourced,6,6,0,2,2,2000,2.0,0.03558333333333249,3.0
2016,Random,Static,6,11,0,2,2,2000,2.0,0.08933333333333127,4.0
2017,Random,Dnyamic,6,11,0,2,2,2000,2.0,0.08833333333333131,3.909090909090909
2018,Random,Sourced,6,11,0,2,2,2000,2.0,0.03849999999999909,1.7272727272727273
2019,Random,Static,6,16,0,2,2,2000,2.0,0.06783333333333175,2.125
2020,Random,Dnyamic,6,16,0,2,2,2000,2.0,0.06783333333333175,2.125
2021,Random,Sourced,6,16,0,2,2,2000,2.0,0.07616666666666487,2.5
2022,Random,Static,6,21,0,2,2,2000,2.0,0.08683333333333132,2.0476190476190474
2023,Random,Dnyamic,6,21,0,2,2,2000,2.0,0.04399999999999896,1.0476190476190477
2024,Random,Sourced,6,21,0,2,2,2000,2.0,0.07583333333333157,1.8095238095238095
2025,Random,Static,6,26,0,2,2,2000,2.0,0.09549999999999781,1.7692307692307692
2026,Random,Dnyamic,6,26,0,2,2,2000,2.0,0.08424999999999805,1.6153846153846154
2027,Random,Sourced,6,26,0,2,2,2000,2.0,0.06708333333333179,1.2307692307692308
2028,Random,Static,6,31,0,2,2,2000,2.0,0.06374999999999849,1.064516129032258
2029,Random,Dnyamic,6,31,0,2,2,2000,2.0,0.08183333333333143,1.3225806451612903
2030,Random,Sourced,6,31,0,2,2,2000,2.0,0.0485833333333322,0.7741935483870968
2031,Random,Static,6,36,0,2,2,2000,2.0,0.08141666666666476,1.1388888888888888
2032,Random,Dnyamic,6,36,0,2,2,2000,2.0,0.11483333333333068,1.5833333333333333
2033,Random,Sourced,6,36,0,2,2,2000,2.0,0.06916666666666504,0.9722222222222222
2034,Random,Static,6,41,0,2,2,2000,2.0,0.09449999999999781,1.146341463414634
2035,Random,Dnyamic,6,41,0,2,2,2000,2.0,0.12399999999999711,1.5365853658536586
2036,Random,Sourced,6,41,0,2,2,2000,2.0,0.11366666666666403,1.3902439024390243
2037,Random,Static,6,46,0,2,2,2000,2.0,0.08083333333333147,0.8695652173913043
2038,Random,Dnyamic,6,46,0,2,2,2000,2.0,0.15891666666666301,1.7173913043478262
2039,Random,Sourced,6,46,0,2,2,2000,2.0,0.08591666666666464,0.9782608695652174
2040,Random,Static,6,1,0,2,2,3000,0.5,0.02755555555555607,22.0
2041,Random,Dnyamic,6,1,0,2,2,3000,0.5,0.04788888888888987,35.0
2042,Random,Sourced,6,1,0,2,2,3000,0.5,0.02227777777777821,17.0
2043,Random,Static,6,6,0,2,2,3000,0.5,0.04455555555555646,5.5
2044,Random,Dnyamic,6,6,0,2,2,3000,0.5,0.02133333333333376,2.6666666666666665
2045,Random,Sourced,6,6,0,2,2,3000,0.5,0.02372222222222268,3.0
2046,Random,Static,6,11,0,2,2,3000,0.5,0.04088888888888972,2.727272727272727
2047,Random,Dnyamic,6,11,0,2,2,3000,0.5,0.05311111111111218,3.6363636363636362
2048,Random,Sourced,6,11,0,2,2,3000,0.5,0.04483333333333425,3.0
2049,Random,Static,6,16,0,2,2,3000,0.5,0.06122222222222348,2.8125
2050,Random,Dnyamic,6,16,0,2,2,3000,0.5,0.04522222222222313,2.125
2051,Random,Sourced,6,16,0,2,2,3000,0.5,0.05277777777777885,2.4375
2052,Random,Static,6,21,0,2,2,3000,0.5,0.05188888888888995,1.8095238095238095
2053,Random,Dnyamic,6,21,0,2,2,3000,0.5,0.07900000000000162,2.761904761904762
2054,Random,Sourced,6,21,0,2,2,3000,0.5,0.03855555555555631,1.4285714285714286
2055,Random,Static,6,26,0,2,2,3000,0.5,0.05011111111111214,1.4230769230769231
2056,Random,Dnyamic,6,26,0,2,2,3000,0.5,0.07038888888889032,2.0384615384615383
2057,Random,Sourced,6,26,0,2,2,3000,0.5,0.03866666666666744,1.1153846153846154
2058,Random,Static,6,31,0,2,2,3000,0.5,0.05300000000000105,1.3225806451612903
2059,Random,Dnyamic,6,31,0,2,2,3000,0.5,0.05400000000000108,1.3225806451612903
2060,Random,Sourced,6,31,0,2,2,3000,0.5,0.04722222222222316,1.1612903225806452
2061,Random,Static,6,36,0,2,2,3000,0.5,0.04633333333333426,0.9722222222222222
2062,Random,Dnyamic,6,36,0,2,2,3000,0.5,0.04650000000000095,0.9444444444444444
2063,Random,Sourced,6,36,0,2,2,3000,0.5,0.06755555555555692,1.4166666666666667
2064,Random,Static,6,41,0,2,2,3000,0.5,0.05444444444444555,0.975609756097561
2065,Random,Dnyamic,6,41,0,2,2,3000,0.5,0.08105555555555717,1.5365853658536586
2066,Random,Sourced,6,41,0,2,2,3000,0.5,0.07877777777777935,1.4878048780487805
2067,Random,Static,6,46,0,2,2,3000,0.5,0.06133333333333457,1.0
2068,Random,Dnyamic,6,46,0,2,2,3000,0.5,0.09966666666666875,1.565217391304348
2069,Random,Sourced,6,46,0,2,2,3000,0.5,0.07216666666666811,1.1956521739130435
2070,Random,Static,6,1,0,2,2,3000,1.0,0.0261111111111116,21.0
